NameEng,AddressEng,NameChi,AddressChi
TAK BO BUILDING,70 SAI YEE STREET,得寶大廈,洗衣街70號
FUK MING BUILDING,32-40 FUK TSUN STREET,福明大廈,福全街32-40號
PO HANG BUILDING,2-8 DUNDAS STREET,寶亨大廈,登打士街2-8號
BEDFORD MANSION,9 BEDFORD ROAD,必發大廈,必發道9號
GRANDVIEW BUILDING,59 FA YUEN STREET,宏景樓,花園街59號
WINNER MANSION,691-697 NATHAN ROAD,永如大廈,彌敦道691-697號
SINCERE HOUSE,83 ARGYLE STREET,先施大廈,亞皆老街83號
CHUNG MEI BUILDING,153 TAI KOK TSUI ROAD,中美樓,大角咀道153號
DICKSON BUILDING,618-632 CANTON ROAD,德昇大廈,廣東道618-632號
METRO REGALIA,51 TONG MEI ROAD,新港豪庭,塘尾道51號
CHUNG YEW BUILDING,75 KOK CHEUNG STREET,中耀樓,角祥街75號
CHUNG WO BUILDING,3 CHUNG WUI STREET,中和樓,中匯街3號
CHERRY MANSION,39A OAK STREET,櫻桃大廈,橡樹街39A號
CHEUNG WANG MANSION,17 CHEUNG WONG ROAD,長旺大廈,長旺道17號
TSIN SHUI BUILDING,4 LI TAK STREET,千歲大廈,利得街4號
BIJOU APARTMENTS,157 PRINCE EDWARD ROAD WEST,別樹華軒,太子道西157號
SHUI FUNG BUILDING,9 TEMPLE STREET,兆豐大廈,廟街9號
KIN FOOK MANSION,2G-2K BOUNDARY STREET,建福大廈,界限街2G-2K號
LEE ON BUILDING,100B-102 FA YUEN STREET,利安大廈,花園街100B-102號
FA YUEN PLAZA,19 FA YUEN STREET,花園廣場,花園街19號
TAK KEI BUILDING,95-105 BATTERY STREET,德基大廈,炮台街95-105號
FULLAND COURT,260 FA YUEN STREET,富寧閣,花園街260號
HANG WAN HOUSE,141 RECLAMATION STREET,恆運樓,新填地街141號
SHUN HING BUILDING,319 FERRY STREET,順興大廈,渡船街319號
KWONG YU BUILDING,37 KAM LAM STREET,廣裕大廈,甘霖街37號
NAN YUEN BUILDING,54 TAI NAN STREET,南苑大廈,大南街54號
KAM LAI COURT,127-133 LAI CHI KOK ROAD,金荔閣,荔枝角道127-133號
COMFORT MANSION,888 CANTON ROAD,廣發大廈,廣東道888號
WAH WAI MANSION,72 WAI CHING STREET,華偉大廈,偉晴街72號
HONOUR HOUSE,379 NATHAN ROAD,金勳大廈,彌敦道379號
CHEUNG FAT MANSION,19 CHEUNG WONG ROAD,長發大廈,長旺道19號
KENWOOD MANSION,15 PLAYING FIELD ROAD,京華大廈,運動場道15號
KWONG HING BUILDING,7A-7B SOY STREET,廣興大廈,豉油街7A-7B號
KIN WONG MANSION,111-121 SAI YEE STREET,建煌華廈,洗衣街111-121號
GREENFIELD GARDEN,2-20 PALM ST,榮富苑,棕樹街2-20號
KAM WAH BUILDING,831K CANTON ROAD,金華大廈,廣東道831K號
TSUI YUEN MANSION,85 DUNDAS STREET,翠園大樓,登打士街85號
LAI TONG BUILDING,198F TONG MI ROAD,荔塘大廈,塘尾道198F號
KWONG FAI MANSION,13 KWONG WA STREET,廣輝大廈,廣華街13號
HUNG FAI BUILDING,2Q-2Z TUNG CHOI STREET,鴻輝大廈,通菜街2Q-2Z號
BOUNDARY BUILDING,2-2B BOUNDARY STREET,界限大樓,界限街2-2B號
FOO TAT BUILDING,50 SOY STREET,富達大廈,豉油街50號
I-HOME,38 LARCH STREET,I-HOME,洋松街38號
ALHAMBRA BUILDING,385 NATHAN ROAD,平安大樓,彌敦道385號
CHUNG KIN BUILDING,80 KOK CHEUNG STREET,中堅樓,角祥街80號
COSMOPOLITAN CENTRE,760 NATHAN ROAD,東海大廈,彌敦道760號
MAN CHEONG BUILDING,26-48 MAN WAI STREET,文昌樓,文蔚街26-48號
MAN FAI BUILDING,25-47 MAN YUEN STREET,文輝樓,文苑街25-47號
PORTLAND BUILDING,348 PORTLAND STREET,寶齡大廈,砵蘭街348號
FOLKLAND MANSION,8 WALNUT STREET,褔群大廈,合桃街8號
WINNER BUILDING,867-885 CANTON ROAD,祥發大廈,廣東道867-885號
MOD595,595 RECLAMATION STREET,MOD595,新填地街595號
FLOURISH MANSION,9 CHEUNG WONG ROAD,長旺雅苑,長旺道9號
SHIU FUNG MANSION,33 BEDFORD ROAD,肇豐大廈,必發道33號
KWONG FOOK BUILDING,28-30 SHANTUNG STREET,廣福大廈,山東街28-30號
BEDFORD 28,28 BEDFORD ROAD,柏豐28,必發道28號
NELSON COURT,45 WATERLOO ROAD,賀賢居,窩打老道45號
SUN KONG HOUSE,2J-2Q SAI YEUNG CHOI ST SOUTH,新江大樓,西洋菜南街2J-2Q號
HANG ON BUILDING,163A SAI YEUNG CHOI STREET NORTH,恆安大樓,西洋菜北街163A號
HUNG HAY BUILDING,1 FA YUEN STREET,鴻禧大廈,花園街1號
MAINWAY COURT,15-33 KWONG WA STREET,明威閣,廣華街15-33號
HING LIN BUILDING,210 TONG MI ROAD,慶年大樓,塘尾道210號
WINFIELD BUILDING,847-865 CANTON ROAD,永發大廈,廣東道847-865號
PARK IVY,8 IVY STREET,奧朗•御峰,埃華街8號
PAK SING BUILDING,27-41 TONG MI ROAD,百勝大廈,塘尾道27-41號
WING WAH BUILDING,40P SHANTUNG STREET,榮華大樓,山東街40P號
LAI SHING BUILDING,497A NATHAN ROAD,麗星大廈,彌敦道497A號
MAN WAH BUILDING,1-23 MAN YING STREET,文華樓,文英街1-23號
MAN YIU BUILDING,26-48 MAN YUEN STREET,文耀樓,文苑街26-48號
MAN YING BUILDING,1-23 MAN YUEN STREET,文英樓,文苑街1-23號
SUN HING BUILDING,603-609A NATHAN ROAD,新興大廈,彌敦道603-609A號
NGAI HING MANSION,5 YIM PO FONG STREET,藝興大廈,染布房街5號
CHUNG SING BUILDING,63 CHUNG WUI STREET,中星樓,中匯街63號
TAI KOK TSUI BUILDING,63 OAK STREET,大角咀大廈,橡樹街63號
LISA HOUSE,33 NELSON STREET,依利大廈,奶路臣街33號
KAM TONG BUILDING,1R WATERLOO ROAD,金堂大廈,窩打老道1R號
WAH SUN BUILDING,6-20 YIN CHONG STREET,華新大廈,煙廠街6-20號
LEVER BUILDING,33 LARCH STREET,麗華大廈,洋松街33號
CHEONG FUNG MANSION,6 TUNG CHAU STREET,長豐大廈,通州街6號
WAH MAY BUILDING,207-213 PORTLAND STREET,華美大樓,砵蘭街207-213號
HOI HONG BUILDING,43 TIT SHU STREET,海康大廈,鐵樹街43號
PROSPERITY COURT,168 LAI CHI KOK ROAD,萬盛閣,荔枝角道168號
OCEAN COURT,32 POK MAN STREET,福群樓,博文街32號
FUK WO MANSION,43 TUNG CHAU STREET,福和大樓,通州街43號
MACPHERSON PLACE,38 NELSON STREET,麥花臣匯,奶路臣街38號
HUNG KWONG BUILDING,2A-2P TUNG CHOI STREET,鴻光大廈,通菜街2A-2P號
HUNG WAI BUILDING,3-5 FA YUEN STREET,鴻威大廈,花園街3-5號
SHUN LEE BUILDING,220 FERRY STREET,順利大廈,渡船街220號
SHUN KING BUILDING,2-2K NELSON STREET,順景大廈,奶路臣街2-2K號
CONCORD BUILDING,102 SOY STREET,鴻都大廈,豉油街102號
HOI FU COURT,2 HOI TING ROAD,海富苑,海庭道2號
PAK CHEUNG BUILDING,26-34 TUNG CHOI STREET,百祥大廈,通菜街26-34號
GODFREY CENTRE,175-185 LAI CHI KOK ROAD,嘉福中心,荔枝角道175-185號
WING SHUN BUILDING,4 LIME STREET,永信大樓,菩提街4號
HUNG CHEUNG BUILDING,1-3 YIN CHONG STREET,鴻祥大廈,煙廠街1-3號
CHEUNG HING BUILDING,44-48 PITT STREET,祥興大廈,碧街44-48號
SHANGHAI MANSION,380-390A SHANGHAI STREET,上海大廈,上海街380-390A號
KAM FONG MANSION,10-20 KAM FONG STREET,甘芳大廈,甘芳街10-20號
HANG YUE COURT,8 PITT STREET,恆裕閣,碧街8號
FOOK HONG MANSION,17-19 FUK TSUN STREET,福康大樓,福全街17-19號
KINGLAND APARTMENTS,739 NATHAN ROAD,金輪大廈,彌敦道739號
WAH FAT MANSION,1R TUNG CHOI STREET,華發大廈,通菜街1R號
TAI LEE BUILDING,31-41 KOK CHEUNG STREET,大利樓,角祥街31-41號
WANG ON BUILDING,93 TUNG CHOI STREET,宏安大廈,通菜街93號
SHING HING BUILDING,78-84 LAI CHI KOK ROAD,勝興樓,荔枝角道78-84號
KWONG FU BUILDING,38 KAM LAM STREET,廣富大廈,甘霖街38號
KWONG YUEN BUILDING,4 KAM LAM STREET,廣源大廈,甘霖街4號
CHEUNG HING MANSION,15 CHEUNG WONG ROAD,長興大廈,長旺道15號
KIU MING MANSION,145-161 FA YUEN STREET,僑明大廈,花園街145-161號
TUNG YU BUILDING,6-8A TUNG FONG STREET,東裕大廈,東方街6-8A號
OSCAR COURT,232-242 FA YUEN STREET,禮賢大廈,花園街232-242號
SHANGHAI BUILDING,670 SHANGHAI STREET,上海大廈,上海街670號
TOP JADE MANSION,608 CANTON ROAD,廣基大廈,廣東道608號
WAI FAT BUILDING,96-102 HAK PO STREET,威發大廈,黑布街96-102號
TAI WAH HOUSE,94 PRINCE EDWARD ROAD WEST,大華大樓,太子道西94號
LAI MING BUILDING,223 TUNG CHOI STREET,麗明大廈,通菜街223號
KIU KIN MANSION,568A NATHAN ROAD,僑建大廈,彌敦道568A號
BIJOU COURT,171 PRINCE EDWARD ROAD WEST,別樹一居,太子道西171號
KENSINGTON PLAZA,98 PARKES STREET,金威廣場,白加士街98號
KING WANG HEIGHTS,7 TIT SHU STREET,金旺閣,鐵樹街7號
PO ON BUILDING,30 MONG KOK ROAD,寶安大廈,旺角道30號
KING TONG HEIGHTS,19 TIT SHU STREET,金堂閣,鐵樹街19號
TAK HAY BUILDING,1-9 TAK CHEONG LANE,德喜大廈,德昌里1-9號
YUEN KING BUILDING,26-36 SAI YEUNG CHOI ST SOUTH,遠景大廈,西洋菜南街26-36號
GOLDEN PLAZA,745-747 NATHAN ROAD,金都中心,彌敦道745-747號
TAI ON HOUSE,820-832 CANTON ROAD,大安樓,廣東道820-832號
YING LOY MANSION,19-25 YU CHAU STREET,英來大廈,汝州街19-25號
LUNG MONG BUILDING,44 MONG KOK ROAD,龍旺大廈,旺角道44號
YUE KING BUILDING,293 SHANGHAI STREET,裕景樓,上海街293號
AGATHA HOUSE (BUILDING),21 NING PO STREET,嘉泰大樓,寧波街21號
WING SUM BUILDING,6 PLAYING FIELD ROAD,榮森大廈,運動場道6號
TUNG FAT BUILDING,200-206A FA YUEN STREET,東發樓,花園街200-206A號
FA YUEN MANSION,213 FA YUEN STREET,花園大樓,花園街213號
GARDEN HEIGHTS,239-243 FA YUEN STREET,嘉慶苑,花園街239-243號
LEE LUEN MANSION,436A PORTLAND STREET,利聯大廈,砵蘭街436A號
KA YEE MANSION,84-88 PRINCE EDWARD ROAD WEST,嘉怡大廈,太子道西84-88號
FOK KWAN BUILDING,10 BOUNDARY STREET,福群大廈,界限街10號
NEWISH MANSION,765 NATHAN ROAD,新望大廈,彌敦道765號
ELIZA BUILDING,185-191 SAI YEE STREET,伊利莎大廈,洗衣街185-191號
TAI ON HOUSE,77 TONG MI ROAD,大安樓,塘尾道77號
DIAMOND BUILDING,380-386 PORTLAND STREET,鑽石樓,砵蘭街380-386號
MAN HOO COURT,448-452 NATHAN ROAD,文豪閣,彌敦道448-452號
HAPPY GARDEN,233-239 SAI YEE STREET,仁歡花園,洗衣街233-239號
KA WING BUILDING,534-538 NATHAN ROAD,嘉榮大廈,彌敦道534-538號
JOLLY GARDEN,151 RECLAMATION STREET,俊逸豪園,新填地街151號
PORTLAND BUILDING,107A PORTLAND STREET,砵蘭街大廈,砵蘭街107A號
39-53 TAI KOK TSUI ROAD,39-53 TAI KOK TSUI ROAD,大角咀道39-53號,大角咀道39-53號
SUN MING BUILDING,488 SHANGHAI STREET,順明大廈,上海街488號
SEASON MANSION,46 TUNG ON STREET,海昇大廈,東安街46號
KUI SHING BUILDING,290-302 SAI YEUNG CHOI STREET NORTH,鉅成大樓,西洋菜北街290-302號
KWONG HING BUILDING,543-553 CANTON ROAD,廣興大廈,廣東道543-553號
MANDARIN COURT,28-36 FLOWER MARKET ROAD,文華閣,花墟道28-36號
MAN WING MANSION,503-507 NATHAN ROAD,萬榮大廈,彌敦道503-507號
KAY PONT BUILDING,29-37 WAI CHING STREET,騏邦大廈,偉晴街29-37號
WINKI HOUSE,209 TONG MI ROAD,榮基樓,塘尾道209號
KING'S COURT,10-16 FLOWER MARKET ROAD,瓊華閣,花墟道10-16號
NG PO HOUSE,109 SAI YEUNG CHOI STREET SOUTH,五寶大廈,西洋菜南街109號
JADE SUITES,600 CANTON ROAD,翠匯軒,廣東道600號
MONGKOK PLAZA,28 SOY STREET,旺角廣場,豉油街28號
LEE FAT BUILDING,362A PORTLAND STREET,利發大廈,砵蘭街362A號
KADAK BUILDING,171 SAI YEE STREET,嘉德大廈,洗衣街171號
CHEONG MING BUILDING,86 ARGYLE STREET,昌明大廈,亞皆老街86號
KAM FAI BUILDING,20 WATERLOO ROAD,金輝大廈,窩打老道20號
MONG KOK BUILDING,546 NATHAN ROAD,旺角大樓,彌敦道546號
HING WAH BUILDING,272 RECLAMATION STREET,慶華大樓,新填地街272號
SHUN FUNG BUILDING,3 TUNG ON STREET,順豐大廈,東安街3號
THE LODGE,535 CANTON ROAD,都會名軒,廣東道535號
KING MOON HEIGHTS,31 TIT SHU STREET,金滿閣,鐵樹街31號
LEE KWAN BUILDING,84-86 TUNG CHOI STREET,利群大廈,通菜街84-86號
YEE FAI BUILDING,149A TUNG CHOI STREET,怡輝大樓,通菜街149A號
LEE SHING MANSION,19 WAI CHING STREET,利成大廈,偉晴街19號
YAU LEE BUILDING,16 LEE YIP STREET,有利樓,利業街16號
KA LEE BUILDING,45 KI LUNG STREET,嘉利大廈,基隆街45號
ARGYLE HOUSE,274 PORTLAND STREET,雅佳樓,砵蘭街274號
WAH PO MANSION,2-16 KI LUNG STREET,華寶大廈,基隆街2-16號
TAK LEE BUILDING,14 BATTERY STREET,德利大廈,炮台街14號
THE PLATINUM,76A FA YUEN STREET,金國中心,花園街76A號
WAH FU MANSION,110 SOY STREET,華富園,豉油街110號
HAYON BUILDING,8 TAK CHEONG LANE,海溢閣,德昌里8號
TAK FUNG BUILDING,91A LAI CHI KOK ROAD,德豐大廈,荔枝角道91A號
MONGKOK BUILDING,97 MONG KOK ROAD,華懋王子大廈,旺角道97號
TAI YUE MANSION,129-135 SAI YEE STREET,泰怡大廈,洗衣街129-135號
GOLDEN MANSION,650 SHANGHAI STREET,黃金大廈,上海街650號
LEE SHING BUILDING,87 PRINCE EDWARD ROAD WEST,利盛大樓,太子道西87號
ORCHID COURT,38 TUNG ON STREET,安蘭閣,東安街38號
WILLIE COURT,49-59 WAI CHING STREET,偉利閣,偉晴街49-59號
PO FUNG BUILDING,75-79 LAI CHI KOK ROAD,寶豐大樓,荔枝角道75-79號
WAI CHING MANSION,62 WAI CHING STREET,偉成大廈,偉晴街62號
TAK CHEONG BUILDING,107-117 BATTERY STREET,德昌大廈,炮台街107-117號
WAI CHING COURT,36 WAI CHING STREET,偉晴閣,偉晴街36號
SKYPARK,17 NELSON STREET,SKYPARK,奶路臣街17號
KWONG FUNG BUILDING,3 KAM LAM STREET,廣豐大廈,甘霖街3號
RICHVIEW MANSION,252 FERRY STREET,富景洋樓,渡船街252號
LAUREN COURT,835-845 CANTON ROAD,利源閣,廣東道835-845號
NEW MAN LEE BUILDING,5 KAM FONG STREET,新萬利大廈,甘芳街5號
FAR EAST CONSORTIUM MONGKOK BUILDING,11 NELSON STREET,遠東銀行旺角大廈,奶路臣街11號
LEE HING BUILDING,35 FIFE STREET,利興大樓,快富街35號
WAI KEE HOUSE,91 SAI YEE STREET,偉基樓,洗衣街91號
CHEUNG (CHEONG) LING MANSION,258-260 SAI YEUNG CHOI STREET SOUTH,長寧大廈,西洋菜南街258-260號
PROSPERITY BUILDING,59A-61C TUNG CHOI STREET,德發大廈,通菜街59A-61C號
ON HONG BUILDING,15-23 YIN CHONG STREET,安康大廈,煙廠街15-23號
UPPER WEST,18-20 FUK CHAK STREET,奧城•西岸,福澤街18-20號
MANSUN HOUSE,163-173 PORTLAND STREET,萬新大廈,砵蘭街163-173號
IMPERIAL COURT,32-48 KA SHIN STREET,福祥樓,嘉善街32-48號
CITE 33,33 LAI CHI KOK ROAD,百匯軒,荔枝角道33號
HANG TUNG BUILDING,1112-1120 CANTON ROAD,恆通大廈,廣東道1112-1120號
YAN ON BUILDING,1 KWONG WA STREET,仁安大廈,廣華街1號
ELTANIN•SQUARE MILE,11 LI TAK STREET,利奧坊•曉岸,利得街11號
ASHFIELD HOUSE,5 YUEN NGAI STREET,寶田大廈,園藝街5號
HONG KIU MANSION,311-313 NATHAN ROAD,康僑大廈,彌敦道311-313號
HOI HING BUILDING,47 LI TAK STREET,海興大廈,利得街47號
YUEN FAT BUILDING,1-1E NELSON STREET,源發大廈,奶路臣街1-1E號
MAN KING BUILDING,25-47 MAN YING STREET,文景樓,文英街25-47號
EDWARD MANSION,141 PRINCE EDWARD ROAD WEST,長榮大廈,太子道西141號
KWONG WING BUILDING,18 SHANTUNG STREET,廣榮大廈,山東街18號
PARKES RESIDENCE,101 PARKES STREET,珀•軒,白加士街101號
FUK HING BUILDING,20-30 FUK TSUN STREET,福興大廈,福全街20-30號
MAYFAIR MANSION,6 ASH STREET,麗華閣,槐樹街6號
PAK PO MANSIONS,82 BUTE STREET,百寶大廈,弼街82號
LEE FUNG BUILDING,19 YIM PO FONG STREET,利豐大廈,染布房街19號
SHUN CHEONG MANSION,913-923 CANTON ROAD,順昌大廈,廣東道913-923號
GOOD WORLD BUILDING,197-199 TONG MI ROAD,好世界洋樓,塘尾道197-199號
LEE TAI BUILDING,107 PRINCE EDWARD ROAD WEST,利泰大樓,太子道西107號
FU ON MANSION,192 TUNG CHAU STREET,富安大廈,通州街192號
SUN LEE MANSION,581 RECLAMATION STREET,新利大廈,新填地街581號
SHUN ON BUILDING,16 TUNG ON STREET,順安大廈,東安街16號
THE VICTORIA TOWERS,188 CANTON ROAD,港景峰,廣東道188號
DORFU COURT,5-6 HAU FOOK STREET,多富閣,厚福街5-6號
FORTUNE TERRACE,4-16 TAK SHING STREET,富裕臺,德成街4-16號
NO. 26 KIMBERLEY ROAD,26 KIMBERLEY ROAD,金巴利道26號,金巴利道26號
HONG YUEN COURT,1-5 TAK SHING STREET,康源閣,德成街1-5號
MIRADOR MANSION,58 NATHAN ROAD,美麗都大廈,彌敦道58號
TSIM SHA TSUI MANSION,87 NATHAN ROAD,華源大廈,彌敦道87號
CHAMPAGNE COURT,20 KIMBERLEY ROAD,香檳大廈,金巴利道20號
WING FU MANSION,10-24 PARKES STREET,永富大廈,白加士街10-24號
PASSKON COURT,79-81 KIMBERLEY ROAD,金柏閣,金巴利道79-81號
KAM CHUNG BUILDING,130-142 WOOSUNG STREET,金淞大廈,吳松街130-142號
HANKOW APARTMENTS,45 HANKOW ROAD,漢口大廈,漢口道45號
SHUN FAI BUILDING,64-66A KIMBERLEY ROAD,順輝大廈,金巴利道64-66A號
HAI PHONG MANSION,101 NATHAN ROAD,海防大廈,彌敦道101號
NATIONAL COURT,242 NATHAN ROAD,立信大廈,彌敦道242號
OCEAN VIEW COURT,21-27 CHATHAM ROAD SOUTH,海景大廈,漆咸道南21-27號
NEW LUCKY HOUSE,15 JORDAN ROAD,華豐大廈,佐敦道15號
CHUNGKING MANSIONS,40 NATHAN ROAD,重慶大廈,彌敦道40號
WINDSOR MANSION,29-31 CHATHAM ROAD SOUTH,溫莎大廈,漆咸道南29-31號
FRIENDS' HOUSE,6C CARNARVON ROAD,集友大廈,加拿分道6C號
BURLINGTON HOUSE,92-94 NATHAN ROAD,華敦大廈,彌敦道92-94號
HILTON TOWERS,96 GRANVILLE ROAD,希爾頓大廈,加連威老道96號
UNIVERSAL MANSION,52 HILLWOOD ROAD,環海大廈,山林道52號
LUCKY HOUSE,22 JORDAN ROAD,鴻運大樓,佐敦道22號
FORTUNE COURT,4-6 TAK HING STREET,富麗閣,德興街4-6號
SOUTH SEA APARTMENTS,81 CHATHAM ROAD SOUTH,南海大廈,漆咸道南81號
CITY 18,18 TAK HING STREET,德成軒,德興街18號
LUCKY BUILDING,65 AUSTIN ROAD,幸運大廈,柯士甸道65號
UNION MANSION,33-35 CHATHAM ROAD SOUTH,友聯大廈,漆咸道南33-35號
KIMBERLEY MANSION,15 AUSTIN AVENUE,金巴利大廈,柯士甸路15號
STAR MANSION,3 MINDEN ROW,恆星樓,緬甸臺3號
FAR EAST MANSION,5-6 MIDDLE ROAD,遠東大廈,中間道5-6號
CARNARVON MANSION,8-12E CARNARVON ROAD,嘉芬大廈,加拿分道8-12E號
HANKOW CENTRE,47 PEKING ROAD,漢口中心,北京道47號
PO FAT BUILDING,279 TEMPLE STREET,寶發大廈,廟街279號
CARNIVAL MANSION,15B AUSTIN AVENUE,嘉華大廈,柯士甸路15B號
YU HING MANSION,118 WOOSUNG STREET,餘慶大廈,吳松街118號
PAK SHING BUILDING,31-37 JORDAN ROAD,百誠大廈,佐敦道31-37號
LUEN TAK BUILDING,40-44A JORDAN ROAD,聯德大廈,佐敦道40-44A號
KIM HING MANSION,51 KIMBERLEY ROAD,金興大廈,金巴利道51號
GARDEN MANSION,154-156 AUSTIN ROAD,花園大廈,柯士甸道154-156號
NEW KNUTSFORD HOUSE,14A KNUTSFORD TERRACE,樂福大廈,諾士佛臺14A號
COMPANION COURT,15C AUSTIN AVENUE,良友大廈,柯士甸路15C號
FOREMOST BUILDING,21 JORDAN ROAD,福樂大廈,佐敦道21號
DAVID MANSION,103 WOOSUNG STREET,德利樓,吳松街103號
HART AVENUE COURT,19-23 HART AVENUE,夏蕙閣,赫德道19-23號
HAN CHEONG BUILDING,20-26 SHANGHAI STREET,恆昌大廈,上海街20-26號
KO KIE BUILDING,9-11 JORDAN ROAD,高基大廈,佐敦道9-11號
PO WAH BUILDING,300-306 TEMPLE STREET,寶華大樓,廟街300-306號
LUXURY COURT,9 HAU FOOK STREET,豪華閣,厚福街9號
GLORY COURT,12 JORDAN ROAD,耀棠閣,佐敦道12號
QUALITY TOWER,29-31 HILLWOOD ROAD,廣利樓,山林道29-31號
PARKES MANSION,1-11 PARKES STREET,康寧大廈,白加士街1-11號
HO KWAN BUILDING,48-54 JORDAN ROAD,可群大廈,佐敦道48-54號
PACIFIC BUILDING,67 KIMBERLEY ROAD,太平洋大廈,金巴利道67號
KAM PO BUILDING,42-50 PARKES STREET,金寶樓,白加士街42-50號
JORDAN MANSION,37L-37T JORDAN ROAD,佐敦大廈,佐敦道37L-37T號
PILKEM COURT,13-25 PILKEM STREET,利金閣,庇利金街13-25號
COMFORT BUILDING,88 NATHAN ROAD,安樂大廈,彌敦道88號
LISING COURT,34-36 GRANVILLE ROAD,連城閣,加連威老道34-36號
THE PASEO,7 KWUN CHUNG STREET,匯萃,官涌街7號
EALING COURT,259A TEMPLE STREET,怡齡閣,廟街259A號
JAMES S LEE MANSION,33 CARNARVON ROAD,發利大廈,加拿分道33號
THE TUN SHING MANSION,28 JORDAN ROAD,敦成大廈,佐敦道28號
KAM PO BUILDING,77 WOOSUNG STREET,金寶大廈,吳松街77號
WAH FAI MANSION,38-40 GRANVILLE ROAD,華暉大廈,加連威老道38-40號
25-35 SHANGHAI STREET,25-35 SHANGHAI STREET,美化唐樓,上海街25-35號
MANLEY HOUSE,86-98 CANTON ROAD,文利大廈,廣東道86-98號
HANLEY HOUSE,68-80 CANTON ROAD,恆利大廈,廣東道68-80號
KAM HOI BUILDING,121-123 SHANGHAI STREET,金海大廈,上海街121-123號
AUSTIN MANSION,15A AUSTIN AVENUE,柯士甸大廈,柯士甸路15A號
KIU FUNG MANSION,18 AUSTIN AVENUE,僑豐大廈,柯士甸路18號
PO LOK MANSION,156 WOOSUNG STREET,寶樂大樓,吳松街156號
LUNA COURT,55 KIMBERLEY ROAD,秀華閣,金巴利道55號
HILLWOOD COURT,22-26 HILLWOOD ROAD,瓊林閣,山林道22-26號
PRAT MANSIONS,26-36 PRAT AVENUE,華寶大廈,寶勒巷26-36號
UNITED MANSION,111 SHANGHAI STREET,統一大廈,上海街111號
CARMEN'S GARDEN,9 COX'S ROAD,嘉文花園,覺士道9號
WAI ON BUILDING,3A AUSTIN ROAD,偉安大廈,柯士甸道3A號
PAK ON BUILDING,1A TAK SHING STREET,百安大廈,德成街1A號
HARBOUR PINNACLE,8 MINDEN AVENUE,凱譽,棉登徑8號
IMPERIAL BUILDING,58 CANTON ROAD,帝國大廈,廣東道58號
WAH FUNG BUILDING,17-23 MINDEN AVENUE,華楓大廈,棉登徑17-23號
WAI HANG BUILDING,308-310 CANTON ROAD,煒亨大廈,廣東道308-310號
WINDSOR MANSIONS,17 AUSTIN AVENUE,豐樂大廈,柯士甸路17號
AVA 62,62 SHANGHAI STREET,AVA 62,上海街62號
CELESTIAL HEIGHTS,80 SHEUNG SHING STREET,半山壹號,常盛街80號
CHUN MAN COURT,66 CHUNG HAU STREET,俊民苑,忠孝街66號
PARC PALAIS,18 KING'S PARK WYLIE ROAD,君頤峰,京士柏衛理道18號
THE REGALIA,33 KING'S PARK RISE,爵士花園,京士柏道33號
CARMEL ON THE HILL,9 CARMEL VILLAGE STREET,君逸山,迦密村街9號
NO.1 HO MAN TIN HILL ROAD,1 HO MAN TIN HILL ROAD,何文田山道1號,何文田山道1號
YEE ON COURT,124B ARGYLE STREET,怡安閣,亞皆老街124B號
BALWIN COURT,154-164 ARGYLE STREET,寶雲閣,亞皆老街154-164號
PERTH APARTMENTS,27-31 PERTH STREET,巴富洋樓,巴富街27-31號
YEN YEE MANSION,29-33 SOARES AVENUE,仁儀苑,梭椏道29-33號
GALLANT GARDEN MANSION,23-27 HO MAN TIN STREET,嘉景花園大廈,何文田街23-27號
PEACE TOWER,6 PEACE AVENUE,太平居,太平道6號
CHUEN FAT BUILDING,9 VALLEY ROAD,全發大廈,山谷道9號
KWUN HEI COURT,3 SHEUNG LOK STREET,冠熹苑,常樂街3號
PEACE GARDEN,2 PEACE AVENUE,太平花園,太平道2號
MANDARIN COURT,128A ARGYLE STREET,翠華大廈,亞皆老街128A號
CASCADES,93 CHUNG HAU STREET,欣圖軒,忠孝街93號
KING'S PARK VILLA,1 KING'S PARK RISE,帝庭園,京士柏道1號
KWUN FAI COURT,1 SHEUNG LOK STREET,冠暉苑,常樂街1號
PEACE BUILDING,3 PEACE AVENUE,金富大廈,太平道3號
WING YING MANSION,8-8A SOARES AVENUE,榮英大廈,梭椏道8-8A號
PEACE MANSION,8 PEACE AVENUE,太平閣,太平道8號
TAK WAI MANSION (PHASE I&II),14-20A MAN FUK ROAD,德威大廈 (一期及二期),文福道14-20A號
LA BELLE MANSION,5-7A JULIA AVENUE,利寶大廈,棗梨雅道5-7A號
HANG SHAN COURT,9 KO SHAN ROAD,恆山閣,高山道9號
SKY GARDEN,223 PRINCE EDWARD ROAD WEST,SKY GARDEN,太子道西223號
ELLERY TERRACE,38 GOOD SHEPHERD STREET,雅利德樺臺,牧愛街38號
YEE KING BUILDING,67E WATERLOO ROAD,怡景大廈,窩打老道67E號
SHING TAK MANSION,15 PEACE AVENUE,成德大廈,太平道15號
MOUNTAIN COURT,5 HO MAN TIN HILL ROAD,文豪閣,何文田山道5號
CAMBRIDGE COURT,84 WATERLOO ROAD,冠華園,窩打老道84號
MOUNT TRIO COURT,1-2 HOK YU LANE,鼎峰大廈,學餘里1-2號
PARC REGAL,19 HO MAN TIN HILL ROAD,賀龍居,何文田山道19號
GREENFIELD TERRACE,26 HO MAN TIN HILL ROAD,嘉輝臺,何文田山道26號
